acc,batch_size,loss,model,momentum,optimizers,regularizator,val_acc,val_loss
0.8367183208465576,16.0,0.3537980616092682,vgg2,0.5,SGD,0.0,0.8500000238418579,0.35217294096946716
0.8375200629234314,16.0,0.35315650701522827,vgg2,0.6,SGD,0.0,0.8500000238418579,0.3540194630622864
0.8500801920890808,16.0,0.3305186629295349,vgg2,0.9,SGD,0.0,0.8612903356552124,0.34099888801574707
0.8354666829109192,16.0,0.3707864284515381,vgg2,0.5,SGD,0.0,0.8548387289047241,0.3398776352405548
0.8501333594322205,16.0,0.3429909944534302,vgg2,0.6,SGD,0.0,0.8338709473609924,0.3932507634162903
0.8458043932914734,16.0,0.34855592250823975,vgg2,0.9,SGD,0.0,0.8387096524238586,0.3797962963581085
0.8404596447944641,16.0,0.3527824282646179,vgg2,0.5,SGD,0.0,0.8629032373428345,0.336978554725647
0.8343132138252258,16.0,0.3630143702030182,vgg2,0.6,SGD,0.0,0.8387096524238586,0.36100631952285767
0.8360000252723694,16.0,0.3543849289417267,vgg2,0.9,SGD,0.0,0.853225827217102,0.3392190635204315
